Climate_ID,Mean_Temp,Min_Temp,Max_Temp,Mean_Diff_from_Normal,Snowfall,Percent_of_Normal_Snowfall,Total_Precip,Percent_of_Normal_Precip,Snow_on_Ground,Days_with_Precip,Heating_Degree_Days,Cooling_Degree_Days,Mean_Temp_Normalized,Min_Temp_Normalized,Max_Temp_Normalized,Mean_Diff_from_Normal_Normalized,Snowfall_Normalized,Percent_of_Normal_Snowfall_Normalized,Total_Precip_Normalized,Percent_of_Normal_Precip_Normalized,Snow_on_Ground_Normalized,Days_with_Precip_Normalized,Heating_Degree_Days_Normalized,Cooling_Degree_Days_Normalized,Mean_Temp_Binned,Mean_Temp_Binned_Encoded,Min_Temp_Binned,Min_Temp_Binned_Encoded,Max_Temp_Binned,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned,Cooling_Degree_Days_Binned_Encoded
1304,-23.60843373,-40.31566265,-5.521686747,-11.14,13.74166667,185.1666667,12.82948718,180.4615385,23.17910448,4.179487179,1110.296386,0,0,0.03474059,0.039061237,0.057332932,0.134483358,0.298054997,0.040394326,0.532680249,0.298171468,0.186801226,0.894751971,0,"(-23.609, -16.875]",0,"(-42.174, -36.58]",0,"(-7.256, 0.658]",0,"(-12.331999999999999, -4.901]",0,"(13.011, 14.151]",18,"(175.253, 194.198]",28,"(12.754, 13.962]",3,"(173.308, 191.948]",39,"(21.902, 24.065]",21,"(3.945, 4.183]",5,"(1015.889, 1240.081]",40,"(-0.001, 0.00328]",0
1305,-21.67121212,-36.5969697,-7.254545455,-6.963636364,26.02222222,175,19.02575758,157.0833333,32.25454545,5.666666667,1065.915152,0,0.042604543,0.104307145,0,0.258334547,0.254667494,0.281690141,0.063593381,0.459891892,0.414916166,0.264302422,0.85876116,0,"(-23.609, -16.875]",0,"(-42.174, -36.58]",0,"(-7.256, 0.658]",0,"(-12.331999999999999, -4.901]",0,"(23.344, 26.023]",25,"(158.139, 175.253]",27,"(18.057, 20.312]",7,"(152.467, 160.524]",37,"(29.497, 32.965]",24,"(5.573, 5.897]",12,"(1015.889, 1240.081]",40,"(-0.001, 0.00328]",0
1306,-10.01771429,-27.27485714,5.070285714,-0.474193548,49.73529412,146.8823529,59.47565789,155.7647059,38.93442623,10.05263158,746.9845714,0,0.298895274,0.278698326,0.2778202,0.570660914,0.486736399,0.236430347,0.215039239,0.455786328,0.500844846,0.492867657,0.600125496,0,"(-10.295, -9.294]",5,"(-27.314, -25.829]",7,"(4.741, 5.705]",4,"(-0.52, -0.437]",12,"(45.292, 55.882]",31,"(140.04, 147.396]",25,"(57.298, 59.959]",22,"(152.467, 160.524]",37,"(32.965, 39.69]",25,"(9.976, 10.194]",30,"(727.645, 749.607]",33,"(-0.001, 0.00328]",0
1307,-14.75801527,-29.1266055,2.719724771,-0.6,58.63617021,159.4,61.24309392,144.2307692,69.512,8.607734807,886.2732824,0,0.194643724,0.244057188,0.224835027,0.564606054,0.57384517,0.256579477,0.221656582,0.41987526,0.894188776,0.417569934,0.7130812,0,"(-14.967, -12.906]",2,"(-30.12, -28.838]",5,"(2.712, 3.739]",2,"(-0.634, -0.52]",11,"(55.882, 102.181]",32,"(158.139, 175.253]",27,"(59.959, 62.548]",23,"(141.207, 145.612]",35,"(39.69, 77.738]",26,"(8.561, 8.791]",24,"(847.712, 891.391]",37,"(-0.001, 0.00328]",0
1308,3.304910714,-13.14044444,18.26533333,-0.347368421,7.704918033,49.97959184,28.51549296,34.53061224,10.7394958,4.234741784,426.1245536,0.002232143,0.591894453,0.543114455,0.575256385,0.576764802,0.075404481,0.080450047,0.099123286,0.078322339,0.138150774,0.189680702,0.33992516,1.88E-05,"(2.71, 3.516]",18,"(-14.259, -12.888]",15,"(18.189, 19.031]",18,"(-0.437, -0.306]",13,"(6.688, 8.209]",13,"(48.065, 54.368]",10,"(26.84, 29.761]",11,"(9.374, 35.963]",0,"(10.261, 11.686]",14,"(4.183, 4.4]",6,"(409.25, 434.277]",22,"(-0.001, 0.00328]",0
1309,-4.473517787,-34.80316206,15.59486166,-0.473333333,6.068181818,34.81818182,5.721576763,30.57142857,4.133333333,1.564315353,669.0604743,0,0.420826577,0.137864371,0.515059944,0.570702315,0.059386498,0.056045363,0.013782058,0.065995367,0.053170392,0.050517107,0.536933216,0,"(-5.42, -4.265]",10,"(-34.882, -33.211]",2,"(15.343, 16.481]",16,"(-0.52, -0.437]",12,"(5.509, 6.688]",12,"(30.214, 37.363]",7,"(2.04, 8.489]",0,"(9.374, 35.963]",0,"(2.959, 4.169]",9,"(0.594, 2.446]",0,"(669.005, 702.516]",31,"(-0.001, 0.00328]",0
1310,-6.189285714,-32.21547619,13.775,-0.619230769,1.56,10.33333333,2.040506329,9.375,5.382978723,0.594936709,718.177381,0,0.383092377,0.186272882,0.474037529,0.563680508,0.015267001,0.016633132,0,0,0.069245586,0,0.576764403,0,"(-6.566, -5.42]",9,"(-33.211, -31.573]",3,"(12.722, 13.884]",14,"(-0.634, -0.52]",11,"(1.472, 2.128]",8,"(5.428, 10.523]",3,"(2.04, 8.489]",0,"(9.374, 35.963]",0,"(5.36, 6.488]",11,"(0.594, 2.446]",0,"(702.516, 727.645]",32,"(-0.001, 0.00328]",0
1311,-8.107462687,-29.44477612,9.26119403,0.783333333,5.719230769,43.33333333,5.798461538,39.90909091,10.22727273,1.384615385,772.4208955,0,0.340906675,0.238105088,0.372289566,0.631183646,0.055971475,0.069751844,0.014069917,0.095068305,0.131561637,0.041152425,0.620752996,0,"(-8.259, -7.488]",7,"(-30.12, -28.838]",5,"(9.173, 9.8]",10,"(0.7, 0.808]",23,"(5.509, 6.688]",12,"(37.363, 43.464]",8,"(2.04, 8.489]",0,"(35.963, 44.166]",1,"(8.348, 10.261]",13,"(0.594, 2.446]",0,"(749.607, 773.561]",34,"(-0.001, 0.00328]",0
1312,-4.806321839,-24.32068966,10.55,-1.673333333,20.44179104,84.64285714,47.31493506,110.5714286,22.57391304,7.266233766,663.4994253,0,0.41350735,0.333962704,0.401341187,0.51294826,0.200054387,0.136246048,0.169509063,0.315076448,0.290386404,0.34766046,0.532423502,0,"(-5.42, -4.265]",10,"(-24.569, -23.007]",9,"(10.499, 11.653]",12,"(-2.001, -1.604]",5,"(19.788, 21.333]",23,"(83.156, 87.911]",16,"(46.73, 49.319]",18,"(109.745, 112.417]",26,"(21.902, 24.065]",21,"(7.123, 7.375]",18,"(632.339, 669.005]",30,"(-0.001, 0.00328]",0
1313,-9.200763359,-26.49305556,7.718055556,0,32.53152174,97.5,50.91684783,106.9230769,46.80672269,8.358695652,797.4267176,0,0.31686215,0.293323691,0.337504907,0.593483082,0.318371008,0.15694165,0.182994751,0.303717256,0.602112529,0.404591789,0.641031382,0,"(-9.294, -8.259]",6,"(-27.314, -25.829]",7,"(7.312, 8.041]",7,"(-0.086, 0.0242]",16,"(32.312, 36.378]",28,"(93.736, 99.193]",18,"(49.319, 51.742]",19,"(106.718, 108.225]",24,"(39.69, 77.738]",26,"(8.345, 8.561]",23,"(773.561, 812.449]",35,"(-0.001, 0.00328]",0
1314,7.500444444,-1.47300885,17.97433628,0.294805195,3.071544715,26.06818182,79.39626168,99.55319149,3.796116505,10.17757009,289.5302222,0,0.684165154,0.761380203,0.568696874,0.607671578,0.030059792,0.041960856,0.289622684,0.280771018,0.0488325,0.499378562,0.229154454,0,"(7.466, 8.474]",23,"(-1.885, -1.001]",27,"(16.481, 18.189]",17,"(0.231, 0.353]",19,"(2.128, 3.257]",9,"(24.514, 30.214]",6,"(78.082, 80.661]",30,"(97.851, 100.127]",20,"(2.959, 4.169]",9,"(9.976, 10.194]",30,"(275.72, 302.402]",17,"(-0.001, 0.00328]",0
1315,4.432539683,-8.446245059,20.15674603,-0.278571429,8.722727273,77.44444444,12.79547325,56,2.731707317,2.995884774,391.4920635,0,0.616693947,0.630930063,0.617891667,0.58007589,0.085365311,0.124659066,0.040266977,0.145167568,0.035140149,0.125120303,0.311840061,0,"(3.516, 4.503]",19,"(-9.3, -8.327]",19,"(19.031, 20.224]",19,"(-0.306, -0.212]",14,"(8.209, 9.419]",14,"(76.433, 83.156]",15,"(12.754, 13.962]",3,"(55.119, 59.366]",4,"(2.146, 2.959]",8,"(2.446, 3.056]",1,"(383.882, 409.25]",21,"(-0.001, 0.00328]",0
1316,3.597560976,-12.24512195,21.52195122,0.141666667,5.747826087,87.42857143,17.15194805,81.92307692,2.5625,3.623376623,415.0353659,0,0.598330594,0.559863486,0.648665441,0.600301269,0.056251325,0.140730095,0.056577772,0.225879418,0.032963499,0.157820706,0.330932421,0,"(3.516, 4.503]",19,"(-12.888, -11.594]",16,"(20.224, 21.561]",20,"(0.128, 0.231]",18,"(5.509, 6.688]",12,"(83.156, 87.911]",16,"(16.625, 18.057]",6,"(80.247, 82.582]",12,"(2.146, 2.959]",8,"(3.436, 3.691]",3,"(409.25, 434.277]",22,"(-0.001, 0.00328]",0
1317,1.17761194,-13.55671642,18.43880597,-0.625,7.953571429,96.875,16.79104478,69.72727273,0.46875,4.402985075,456.4970149,0,0.545109619,0.535327147,0.579166718,0.563402844,0.077837937,0.155935614,0.055226538,0.187907617,0.006029908,0.198448343,0.364555604,0,"(1.089, 1.977]",16,"(-14.259, -12.888]",15,"(18.189, 19.031]",18,"(-0.634, -0.52]",11,"(6.688, 8.209]",13,"(93.736, 99.193]",18,"(16.625, 18.057]",6,"(68.832, 71.586]",8,"(0.294, 0.585]",4,"(4.4, 4.611]",7,"(453.368, 475.888]",24,"(-0.001, 0.00328]",0
1318,3.248275862,-11.05632184,17.92183908,-0.763333333,8.213636364,43.47058824,87.49805195,155.2941176,1.758241758,10.24025974,417.8793103,0,0.590648905,0.582102678,0.567513508,0.556745085,0.080383073,0.069972778,0.319956074,0.454321145,0.022617678,0.5026455,0.333238709,0,"(2.71, 3.516]",18,"(-11.594, -10.363]",17,"(16.481, 18.189]",17,"(-0.783, -0.634]",10,"(8.209, 9.419]",14,"(43.464, 48.065]",9,"(84.872, 87.882]",32,"(152.467, 160.524]",37,"(1.504, 2.146]",7,"(10.194, 10.445]",31,"(409.25, 434.277]",22,"(-0.001, 0.00328]",0
1319,-1.016793893,-14.20599078,14.47511521,-1.3,20.39569892,189.195122,98.1125,169.25,8.316326531,10.41304348,543.6961832,0,0.496848927,0.523181003,0.489819177,0.530916188,0.199603304,0.304539432,0.359696943,0.497772973,0.106979598,0.511649757,0.435269472,0,"(-1.62, -0.788]",13,"(-14.259, -12.888]",15,"(13.884, 15.343]",15,"(-1.355, -1.138]",7,"(19.788, 21.333]",23,"(175.253, 194.198]",28,"(95.206, 100.693]",35,"(160.524, 173.308]",38,"(6.488, 8.348]",12,"(10.194, 10.445]",31,"(531.605, 562.688]",27,"(-0.001, 0.00328]",0
1320,13.38482143,2.520444444,26.74017857,2.26025641,0.303305785,6.766666667,26.30801887,44.20754717,0,4.95754717,138.2044643,3.834821429,0.81357791,0.836086771,0.766292121,0.70226556,0.002968314,0.010892019,0.090858425,0.108451606,0,0.227348168,0.106437347,0.032270905,"(12.962, 13.699]",29,"(1.913, 2.538]",31,"(26.688, 27.522]",27,"(2.002, 2.269]",33,"(0.15, 0.309]",4,"(5.428, 10.523]",3,"(24.254, 26.84]",10,"(44.166, 50.503]",2,"(-0.001, 0.00997]",0,"(4.871, 5.101]",9,"(129.833, 148.246]",11,"(3.302, 4.642]",8
1321,9.541897233,-6.624409449,28.84150198,-0.3,6.259090909,174,25.89306122,57.91666667,0.47826087,4.934693878,251.0735178,1.386561265,0.729062011,0.665011614,0.813659105,0.579044568,0.061254838,0.280080483,0.089304809,0.151135135,0.006152254,0.226157217,0.197968121,0.011668232,"(9.474, 10.431]",25,"(-7.133, -6.247]",21,"(28.474, 28.904]",30,"(-0.306, -0.212]",14,"(5.509, 6.688]",12,"(158.139, 175.253]",27,"(24.254, 26.84]",10,"(55.119, 59.366]",4,"(0.294, 0.585]",4,"(4.871, 5.101]",9,"(247.339, 275.72]",16,"(1.088, 1.96]",6
1322,8.435365854,-9.208536585,29.72926829,-1.695833333,4,41.1,15.60253165,25.73333333,0,3.35443038,290.0804878,3.430487805,0.704726507,0.616669677,0.833670691,0.511865371,0.039146156,0.066156942,0.050776703,0.050931892,0,0.143805145,0.22960069,0.028868344,"(7.466, 8.474]",23,"(-9.3, -8.327]",19,"(29.685, 30.023]",33,"(-2.001, -1.604]",5,"(3.257, 4.249]",10,"(37.363, 43.464]",8,"(15.263, 16.625]",5,"(9.374, 35.963]",0,"(-0.001, 0.00997]",0,"(3.056, 3.436]",2,"(275.72, 302.402]",17,"(3.302, 4.642]",8
1323,7.256060606,-6.525757576,26.00909091,-1.816666667,1.478571429,15.9,25.2,50.75,0,4.701492537,314.9136364,1.551515152,0.678790517,0.666857121,0.749812307,0.506049859,0.014470097,0.025593561,0.086709964,0.128821622,0,0.214004425,0.249739047,0.013056357,"(6.576, 7.466]",22,"(-7.133, -6.247]",21,"(26.0, 26.688]",26,"(-2.001, -1.604]",5,"(1.472, 2.128]",8,"(10.523, 16.775]",4,"(24.254, 26.84]",10,"(50.503, 55.119]",3,"(-0.001, 0.00997]",0,"(4.611, 4.871]",8,"(302.402, 330.602]",18,"(1.088, 1.96]",6
1324,9.433142857,-1.487428571,23.59485714,-1.303225806,1.098529412,34.07692308,80.07467532,121.8125,0,10.74025974,252.1868571,0.713714286,0.726670219,0.76111045,0.695391853,0.530760935,0.010750801,0.05485219,0.292162689,0.350075676,0,0.528701937,0.19887098,0.00600607,"(8.474, 9.474]",24,"(-1.885, -1.001]",27,"(23.462, 24.369]",23,"(-1.355, -1.138]",7,"(0.916, 1.472]",7,"(30.214, 37.363]",7,"(78.082, 80.661]",30,"(120.066, 122.913]",30,"(-0.001, 0.00997]",0,"(10.737, 11.04]",33,"(247.339, 275.72]",16,"(0.572, 1.088]",5
1325,6.158139535,-6.250387597,19.11395349,-1.4,1.8,0,73.17070707,108,2,9.444444444,347.5364341,0.024806202,0.654644377,0.672008538,0.594385557,0.52610335,0.01761577,0,0.266313988,0.30707027,0.025727609,0.461173278,0.276194393,0.00020875,"(5.675, 6.576]",21,"(-7.133, -6.247]",21,"(19.031, 20.224]",19,"(-1.604, -1.355]",6,"(1.472, 2.128]",8,"(-0.001, 0.14]",0,"(70.504, 73.277]",27,"(106.718, 108.225]",24,"(1.504, 2.146]",7,"(9.221, 9.503]",27,"(330.602, 358.708]",19,"(0.0186, 0.0684]",2
1326,14.95669643,4.822666667,28.08794643,0.72987013,0.041666667,69.90909091,44.14832536,73.83333333,0,7.138755981,94.74241071,11.14642857,0.84814753,0.879155041,0.796672832,0.628610548,0.000407772,0.112529724,0.157653164,0.200691892,0,0.341017227,0.071191944,0.093799761,"(14.356, 15.052]",31,"(4.397, 4.996]",35,"(27.997, 28.474]",29,"(0.7, 0.808]",23,"(0.0287, 0.0753]",2,"(65.965, 70.98]",13,"(41.886, 44.152]",16,"(71.586, 74.479]",9,"(-0.001, 0.00997]",0,"(7.123, 7.375]",18,"(85.955, 95.336]",8,"(8.754, 11.325]",11
1327,14.06758893,1.07826087,28.51304348,-0.286666667,0.418181818,0,76.66489796,134.0909091,0,10.4122449,118.0403162,4.882213439,0.828593744,0.809107469,0.806255158,0.579686279,0.004092553,0,0.279396362,0.388304668,0,0.511608141,0.0900853,0.041084949,"(13.699, 14.356]",30,"(0.261, 1.218]",29,"(28.474, 28.904]",30,"(-0.306, -0.212]",14,"(0.309, 0.495]",5,"(-0.001, 0.14]",0,"(75.39, 78.082]",29,"(131.984, 135.909]",33,"(-0.001, 0.00997]",0,"(10.194, 10.445]",31,"(110.851, 129.833]",10,"(4.642, 6.52]",9
1328,15.09512195,1.218292683,31.04634146,0.125,0,0,86.18101266,133.4285714,0,9.53164557,93.24512195,10.32682927,0.851191868,0.81172708,0.863359498,0.599499129,0,0,0.315025032,0.386242471,0,0.465717579,0.069977722,0.086902644,"(15.052, 15.514]",32,"(1.218, 1.913]",30,"(30.867, 31.199]",36,"(0.0242, 0.128]",17,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(84.872, 87.882]",32,"(131.984, 135.909]",33,"(-0.001, 0.00997]",0,"(9.503, 9.714]",28,"(85.955, 95.336]",8,"(8.754, 11.325]",11
1329,15.20454545,0.404545455,31.24545455,-0.15,0,0,49.59264706,57.33333333,0,7.426470588,93.63787879,17.93636364,0.853598375,0.796504099,0.867847806,0.586263825,0,0,0.178036897,0.149318919,0,0.356010862,0.070296227,0.150938627,"(15.052, 15.514]",32,"(0.261, 1.218]",29,"(31.199, 31.677]",37,"(-0.212, -0.086]",15,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(49.319, 51.742]",19,"(55.119, 59.366]",4,"(-0.001, 0.00997]",0,"(7.375, 7.628]",19,"(85.955, 95.336]",8,"(14.709, 18.219]",13
1330,15.66022727,2.832954545,29.27840909,-0.632258065,0,0,76.67105263,106.8235294,0,8.776315789,84.89204545,19.28295455,0.863620004,0.841932979,0.823507648,0.563053525,0,0,0.279419405,0.303407313,0,0.426355174,0.063203823,0.162270499,"(15.514, 16.191]",33,"(2.538, 3.152]",32,"(29.252, 29.685]",32,"(-0.634, -0.52]",11,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(75.39, 78.082]",29,"(106.718, 108.225]",24,"(-0.001, 0.00997]",0,"(8.561, 8.791]",24,"(72.517, 85.955]",7,"(18.219, 22.477]",14
1331,12.32461538,1.388940092,27.94147465,-0.8,0.059340659,0,86.73206522,106.8,0,10.33695652,164.1953846,7.575384615,0.790261221,0.814919426,0.793371138,0.554980378,0.00058074,0,0.317088192,0.303334054,0,0.507684647,0.127514595,0.063748605,"(12.206, 12.962]",28,"(1.218, 1.913]",30,"(27.522, 27.997]",28,"(-0.914, -0.783]",9,"(0.0287, 0.0753]",2,"(-0.001, 0.14]",0,"(84.872, 87.882]",32,"(106.718, 108.225]",24,"(-0.001, 0.00997]",0,"(10.194, 10.445]",31,"(148.246, 171.81]",12,"(6.52, 8.754]",10
1332,16.94361233,7.896929825,28.24537445,0.353164557,0,0,64.44549763,138.0425532,0,9.180094787,48.87577093,18.89339207,0.89184498,0.93666608,0.800221496,0.610480319,0,0,0.233646495,0.400608166,0,0.447397258,0.033996549,0.158992241,"(16.653, 17.182]",35,"(7.875, 11.282]",40,"(27.997, 28.474]",29,"(0.231, 0.353]",19,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(62.548, 65.148]",24,"(135.909, 141.207]",34,"(-0.001, 0.00997]",0,"(8.997, 9.221]",26,"(46.091, 55.874]",4,"(18.219, 22.477]",14
1333,16.21067194,4.482608696,30.73399209,-0.546666667,0,0,77.8244898,149.6153846,0,9.514285714,69.63162055,15.49051383,0.875725714,0.872793488,0.856318674,0.567172901,0,0,0.283737915,0.436640333,0,0.464812907,0.050828434,0.130356238,"(16.191, 16.653]",34,"(4.397, 4.996]",35,"(30.449, 30.867]",35,"(-0.634, -0.52]",11,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(75.39, 78.082]",29,"(145.612, 152.467]",36,"(-0.001, 0.00997]",0,"(9.503, 9.714]",28,"(66.369, 72.517]",6,"(14.709, 18.219]",13
1334,17.21463415,4.384146341,31.21707317,-0.683333333,0,0,61.83291139,105.3333333,0,7.898734177,48.01829268,25.21097561,0.897805454,0.870951527,0.867208047,0.560595356,0,0,0.22386488,0.298767568,0,0.380621874,0.03330118,0.212156161,"(17.182, 17.664]",36,"(3.737, 4.397]",34,"(31.199, 31.677]",37,"(-0.783, -0.634]",10,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(59.959, 62.548]",23,"(103.79, 106.718]",23,"(-0.001, 0.00997]",0,"(7.874, 8.117]",21,"(46.091, 55.874]",4,"(22.477, 26.898]",15
1335,18.55606061,5.639393939,30.43333333,0.3,0,0,72.54117647,94.14285714,0,8.058823529,31.29393939,45.78181818,0.927306912,0.89443377,0.849541374,0.607921596,0,0,0.263957003,0.263925869,0,0.38896459,0.019738622,0.385264534,"(18.077, 18.601]",38,"(5.5, 6.165]",37,"(30.023, 30.449]",34,"(0.231, 0.353]",19,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(70.504, 73.277]",27,"(93.871, 96.055]",18,"(-0.001, 0.00997]",0,"(7.874, 8.117]",21,"(30.611, 38.702]",2,"(44.226, 53.315]",19
1336,20.45144509,8.770520231,31.49364162,1.496666667,0,0,71.81438356,103.0714286,0,7.45890411,15.6150289,87.1300578,0.968991347,0.953008563,0.873442315,0.665515223,0,0,0.261235864,0.291725097,0,0.357701066,0.007023864,0.733219484,"(19.347, 21.861]",40,"(7.875, 11.282]",40,"(31.199, 31.677]",37,"(1.428, 1.558]",29,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(70.504, 73.277]",27,"(102.075, 103.79]",22,"(-0.001, 0.00997]",0,"(7.375, 7.628]",19,"(6.952999999999999, 24.789]",0,"(63.953, 118.832]",21
1337,17.14108527,6.86,30.55581395,1.7,0,0,62.35081967,54.92857143,0,7.595628415,68.89534884,45.16511628,0.896187923,0.917267964,0.852302271,0.675301327,0,0,0.225803946,0.14183166,0,0.364826162,0.050231357,0.380074846,"(16.653, 17.182]",35,"(6.165, 6.977]",38,"(30.449, 30.867]",35,"(1.685, 1.858]",31,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(59.959, 62.548]",23,"(50.503, 55.119]",3,"(-0.001, 0.00997]",0,"(7.375, 7.628]",19,"(66.369, 72.517]",6,"(44.226, 53.315]",19
1338,17.35065502,7.384782609,29.28471616,0.85,0,0,45.43365385,93.1,0,5.995192308,47.92358079,28.65764192,0.900796907,0.927085209,0.823649819,0.634392204,0,0,0.162465479,0.260678919,0,0.281422837,0.033224373,0.241160651,"(17.182, 17.664]",36,"(6.977, 7.875]",39,"(29.252, 29.685]",32,"(0.808, 0.915]",24,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(44.152, 46.73]",17,"(91.187, 93.871]",17,"(-0.001, 0.00997]",0,"(5.897, 6.133]",13,"(46.091, 55.874]",4,"(26.898, 31.484]",16
1339,15.01547619,2.203952569,30.07786561,-0.853333333,0,0,41.32540984,72,0,7.852459016,101.9575397,11.77420635,0.84944025,0.830166076,0.841528598,0.552413531,0,0,0.147084068,0.194983784,0,0.378210343,0.077043028,0.099082656,"(14.356, 15.052]",31,"(1.913, 2.538]",31,"(30.023, 30.449]",34,"(-0.914, -0.783]",9,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(39.152, 41.886]",15,"(71.586, 74.479]",9,"(-0.001, 0.00997]",0,"(7.628, 7.874]",20,"(95.336, 110.851]",9,"(11.325, 14.709]",12
1340,15.47317073,2.42804878,31.06829268,-1.583333333,0,0,57.03670886,102.75,0,7.17721519,91.33414634,16.52439024,0.859506144,0.834358302,0.863854311,0.517279814,0,0,0.205907728,0.290724324,0,0.343021447,0.068428023,0.139056546,"(15.052, 15.514]",32,"(1.913, 2.538]",31,"(30.867, 31.199]",36,"(-1.604, -1.355]",6,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(54.951, 57.298]",21,"(102.075, 103.79]",22,"(-0.001, 0.00997]",0,"(7.123, 7.375]",18,"(85.955, 95.336]",8,"(14.709, 18.219]",13
1341,16.34545455,4.516666667,30.09848485,-0.427272727,0,0,67.39264706,115.0833333,0,8.75,71.28939394,24.53333333,0.878689934,0.873430619,0.841993387,0.572919138,0,0,0.244680727,0.329124324,0,0.424983783,0.0521728,0.206453645,"(16.191, 16.653]",34,"(4.397, 4.996]",35,"(30.023, 30.449]",34,"(-0.437, -0.306]",13,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(65.148, 67.898]",25,"(114.567, 117.1]",28,"(-0.001, 0.00997]",0,"(8.561, 8.791]",24,"(66.369, 72.517]",6,"(22.477, 26.898]",15
1342,18.36627907,7.05872093,29.00406977,0.19,0,0,63.93356643,88.35714286,0,7.972027972,32.925,42.86395349,0.923133122,0.920985488,0.817323628,0.602627474,0,0,0.231729806,0.245911969,0,0.384441425,0.021061325,0.360710031,"(18.077, 18.601]",38,"(6.977, 7.875]",39,"(28.904, 29.252]",31,"(0.128, 0.231]",18,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(62.548, 65.148]",24,"(86.963, 88.898]",15,"(-0.001, 0.00997]",0,"(7.874, 8.117]",21,"(30.611, 38.702]",2,"(36.956, 44.226]",18
1343,15.7627907,5.475462963,27.76805556,0.7,0,0,72.99281768,86.23076923,0,9.414364641,81.44573643,17.33255814,0.86587564,0.89136707,0.789462011,0.627172947,0,0,0.265647963,0.239291476,0,0.459605733,0.060409051,0.145857465,"(15.514, 16.191]",33,"(4.996, 5.5]",36,"(27.522, 27.997]",28,"(0.618, 0.7]",22,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(70.504, 73.277]",27,"(84.924, 86.963]",14,"(-0.001, 0.00997]",0,"(9.221, 9.503]",27,"(72.517, 85.955]",7,"(14.709, 18.219]",13
1344,13.58608696,1.944155844,25.83608696,0.6175,0.261788618,7.5,100.3275362,171.6530612,0.049019608,11.36714976,127.2095652,5.047826087,0.818004263,0.825305991,0.745912538,0.623202356,0.002562005,0.012072435,0.367990117,0.505254937,0.000630579,0.561370977,0.097521072,0.042478618,"(12.962, 13.699]",29,"(1.913, 2.538]",31,"(25.145, 26.0]",25,"(0.481, 0.618]",21,"(0.15, 0.309]",4,"(5.428, 10.523]",3,"(95.206, 100.693]",35,"(160.524, 173.308]",38,"(0.00997, 0.0579]",1,"(11.04, 11.429]",34,"(110.851, 129.833]",10,"(4.642, 6.52]",9
1345,10.78695652,-4.999604743,25.78300395,0.38,11.52727273,147.5,42.40493827,115.75,16.02941176,7.189300412,209.6106719,0.785770751,0.756444103,0.695407258,0.744715968,0.611771866,0.112812105,0.237424547,0.151125861,0.3312,0.206199219,0.343651242,0.164343968,0.006612442,"(10.431, 11.443]",26,"(-6.247, -4.991]",22,"(25.145, 26.0]",25,"(0.353, 0.481]",20,"(10.699, 11.794]",16,"(147.396, 158.139]",26,"(41.886, 44.152]",16,"(114.567, 117.1]",28,"(15.42, 16.833]",17,"(7.123, 7.375]",18,"(194.421, 215.885]",14,"(0.572, 1.088]",5
1346,11.44878049,-2.165853659,29.20609756,0.6625,6.404,329.375,65.45949367,235.3125,4.909090909,8.35443038,194.5585366,3.603658537,0.770999334,0.748418976,0.821877637,0.625368133,0.062672996,0.530181087,0.237442932,0.703459459,0.063149586,0.404369513,0.15213749,0.030325616,"(11.443, 12.206]",27,"(-2.565, -1.885]",26,"(28.904, 29.252]",31,"(0.618, 0.7]",22,"(5.509, 6.688]",12,"(230.527, 621.25]",30,"(65.148, 67.898]",25,"(191.948, 330.556]",40,"(4.169, 5.36]",10,"(8.345, 8.561]",23,"(194.421, 215.885]",14,"(3.302, 4.642]",8
